Scenario,ScenarioDisplay,Network,Layer,LayerIndex,K,H_C,NImages,NPC,H_Ysub,I_C_Ysub,H_Ysub_given_C,NMI_Ysub,H_Ybasic,I_C_Ybasic,H_Ybasic_given_C,NMI_Ybasic,H_A,I_C_A,H_A_given_C,NMI_A,H_V,I_C_V,H_V_given_C,NMI_V
pooled_variants,Pooled nuisance run,resnet50,activation_40_relu,4,2,0.807024134763886,3000,30,3.32192809488736,0.000785995643935879,3.32114209924343,0.000236608265285926,0.970950594454669,0.000571142860233071,0.970379451594436,0.000588230609770471,1.15677964944704,0.000330885792740774,1.1564487636543,0.000286040468380424,1.99946005438043,0.787943536254364,1.21151651812606,0.394078158514911
pooled_variants,Pooled nuisance run,resnet50,activation_40_relu,4,3,1.55151100762356,3000,30,3.32192809488736,0.0133730921832695,3.30855500270409,0.00402570188194363,0.970950594454669,0.00439557877690307,0.966555015677765,0.00452708799191975,1.15677964944704,0.0106045077598303,1.14617514168721,0.00916726687308117,1.99946005438043,1.28493926192621,0.714520792454217,0.642643127133827
pooled_variants,Pooled nuisance run,resnet50,activation_40_relu,4,4,1.99719011151247,3000,30,3.32192809488736,0.024436073698639,3.29749202118872,0.00735599115954603,0.970950594454669,0.00144435140442283,0.969506243050246,0.00148756426194274,1.15677964944704,0.019191714145785,1.13758793530125,0.0165906395007545,1.99946005438043,1.68246564144909,0.316994412931335,0.841459992042921
pooled_variants,Pooled nuisance run,resnet50,activation_40_relu,4,10,3.09787565487366,3000,30,3.32192809488736,0.307689061931906,3.01423903295546,0.0926236369792161,0.970950594454669,0.13640330321354,0.834547291241129,0.140484288276429,1.15677964944704,0.112482485600942,1.0442971638461,0.0972376075726353,1.99946005438043,1.81038733624519,0.189072718135235,0.905438111793725
pooled_variants,Pooled nuisance run,resnet50,activation_49_relu,5,2,0.808092783224559,3000,30,3.32192809488736,0.000813524802699522,3.32111457008466,0.000244895367829178,0.970950594454669,0.000557328328631783,0.970393266126037,0.000574002767818278,1.15677964944704,0.000359909841432518,1.15641973960561,0.000311130855046215,1.99946005438043,0.793651512058961,1.20580854232147,0.396932917124413
pooled_variants,Pooled nuisance run,resnet50,activation_49_relu,5,3,1.52007567859468,3000,30,3.32192809488736,0.00202852815146999,3.31989956673589,0.000610647820641274,0.970950594454669,0.000656906467468651,0.9702936879872,0.000676560137272073,1.15677964944704,0.000668641346008329,1.15611100810103,0.000578019630902005,1.99946005438043,1.43380654367737,0.565653510703062,0.717096868495159
pooled_variants,Pooled nuisance run,resnet50,activation_49_relu,5,4,1.99791452231839,3000,30,3.32192809488736,0.0147199175228802,3.30720817736448,0.0044311367080868,0.970950594454669,0.00203385517081111,0.968916739283857,0.00209470510902094,1.15677964944704,0.000605652353325012,1.15617399709371,0.000523567607378401,1.99946005438043,1.81800574614706,0.181454308233368,0.909248345404132
pooled_variants,Pooled nuisance run,resnet50,activation_49_relu,5,10,3.18336162208761,3000,30,3.32192809488736,0.509151569243475,2.81277652564389,0.153269894681673,0.970950594454669,0.301606828894912,0.669343765559756,0.310630459075324,1.15677964944704,0.167594661389254,0.989184988057786,0.14488036807128,1.99946005438043,1.80752974068736,0.191930313693064,0.904008928174093
pooled_variants,Pooled nuisance run,resnet50,avg_pool,6,2,0.810749376033607,3000,30,3.32192809488736,0.000848017986064229,3.3210800769013,0.000255278850667893,0.970950594454669,0.000435631305532984,0.970514963149136,0.000448664749803933,1.15677964944704,0.000490963671172993,1.15628868577587,0.000424422811559385,1.99946005438043,0.810749376033607,1.18871067834682,0.405484157714185
pooled_variants,Pooled nuisance run,resnet50,avg_pool,6,3,1.54221966711327,3000,30,3.32192809488736,0.00422908023082718,3.31769901465653,0.00127308000354854,0.970950594454669,0.000782742879934451,0.970167851574734,0.00080616138906025,1.15677964944704,0.000826046765840952,1.1559536026812,0.000714091716806927,1.99946005438043,1.3342763029621,0.665183751418325,0.66731830928003
pooled_variants,Pooled nuisance run,resnet50,avg_pool,6,4,1.99844125141027,3000,30,3.32192809488736,0.0170396556669846,3.30488843922038,0.00512944747154809,0.970950594454669,0.00296261677940645,0.967987977675262,0.00305125389111111,1.15677964944704,0.000740131726656091,1.15603951772038,0.000639820839699148,1.99946005438043,1.78680044773318,0.212659606647246,0.893641482768635
pooled_variants,Pooled nuisance run,resnet50,avg_pool,6,10,3.04082583888705,3000,30,3.32192809488736,0.523620888200344,2.79830720668702,0.157625593704519,0.970950594454669,0.25441697293992,0.716533621514749,0.26202875243391,1.15677964944704,0.153497548569702,1.00328210087734,0.132693852837986,1.99946005438043,1.77970050568355,0.219759548696882,0.890090553089354
